States,year,quarter,District,trans_counts,amount
Tamil Nadu,2019,4,Nagapattinam District,234840,461426174.7325589
Tamil Nadu,2019,4,Tirupathur District,385208,757709091.2759188
Tamil Nadu,2019,4,Ariyalur District,135252,270334848.5944755
Tamil Nadu,2019,4,Chennai District,16437269,31810645818.30885
Tamil Nadu,2019,4,The Nilgiris District,254745,537415179.5
Tamil Nadu,2019,4,Erode District,1092587,2315486948.9064217
Tamil Nadu,2019,4,Karur District,303847,651278224.9980934
Tamil Nadu,2019,4,Kallakkurichi District,293430,615206202.5476354
Tamil Nadu,2019,4,Viluppuram District,478192,911152034.8
Tamil Nadu,2019,4,Pudukkottai District,250329,513371629.4764075
Tamil Nadu,2019,4,Perambalur District,130104,262954158.27917007
Tamil Nadu,2019,4,Coimbatore District,5937176,11949970482.92373
Tamil Nadu,2019,4,Virudhunagar District,371435,780408757.3399825
Tamil Nadu,2019,4,Dindigul District,570988,1157558219.820724
Tamil Nadu,2019,4,Sivaganga District,293949,681274042.3255894
Tamil Nadu,2019,4,Tenkasi District,193559,403713924.4305418
Tamil Nadu,2019,4,Chengalpattu District,7809082,9083457170.596088
Tamil Nadu,2019,4,Kanniyakumari District,421655,795547991.6
Tamil Nadu,2019,4,Tirunelveli District,360780,745395226.0570003
Tamil Nadu,2019,4,Thiruvallur District,4441180,7308502938.397884
Tamil Nadu,2019,4,Theni District,256489,559543041.1831771
Tamil Nadu,2019,4,Ranipet District,421689,816050436.4792322
Tamil Nadu,2019,4,Namakkal District,559495,1234659045.041433
Tamil Nadu,2019,4,Vellore District,1053293,1572585255.604042
Tamil Nadu,2019,4,Thiruvarur District,169631,333129126.8343694
Tamil Nadu,2020,1,Tiruchirappalli District,1199094,2346754055.982828
Tamil Nadu,2020,1,Ramanathapuram District,268096,551491648.9763203
Tamil Nadu,2020,1,Krishnagiri District,1806032,3381602583.5674124
Tamil Nadu,2020,1,Cuddalore District,669682,1217389579.539032
Tamil Nadu,2020,1,Kancheepuram District,3618880,5144042351.014134
Tamil Nadu,2020,1,Tiruppur District,1918620,3829323477.068222
Tamil Nadu,2020,1,Dharmapuri District,710147,1428767862.8124611
Tamil Nadu,2020,1,Thoothukkudi District,429017,812706179.7567608
Tamil Nadu,2020,1,Thanjavur District,741474,1219035469.0939271
Tamil Nadu,2020,1,Madurai District,1334450,2667507196.774731
Tamil Nadu,2020,1,Tiruvannamalai District,701438,1285320071.087371
Tamil Nadu,2020,1,Salem District,1816883,3938965855.265399
Tamil Nadu,2020,1,Nagapattinam District,286488,547649427.1614035
Tamil Nadu,2020,1,Tirupathur District,497274,918744039.3870187
Tamil Nadu,2020,1,Ariyalur District,165086,313673706.1626035
Tamil Nadu,2020,1,Chennai District,21747309,40923609646
Tamil Nadu,2020,1,The Nilgiris District,286999,541866233.1436044
Tamil Nadu,2020,1,Erode District,1099499,2216542209.891259
Tamil Nadu,2020,1,Karur District,295868,575547948.2
Tamil Nadu,2020,1,Kallakkurichi District,389050,749829658.2291651
Tamil Nadu,2020,1,Viluppuram District,597802,1047289608
Tamil Nadu,2020,1,Pudukkottai District,311955,586368876.6260985
Tamil Nadu,2020,1,Perambalur District,145161,268745282.7205156
Tamil Nadu,2020,1,Coimbatore District,6238270,11125605562.45218
Tamil Nadu,2020,1,Virudhunagar District,479760,905206376.5507178
Tamil Nadu,2020,1,Dindigul District,709993,1404557847.013685
Tamil Nadu,2020,1,Sivaganga District,325464,668117971.0738193
Tamil Nadu,2020,1,Tenkasi District,243203,464791849.4344314
Tamil Nadu,2020,1,Chengalpattu District,8891884,10378205348.593521
Tamil Nadu,2020,1,Kanniyakumari District,496514,897557961.7598515
Tamil Nadu,2020,1,Tirunelveli District,456558,862756791.3530397
Tamil Nadu,2020,1,Thiruvallur District,5190597,8255497494.992451
Tamil Nadu,2020,1,Theni District,317448,663250209.0122557
Tamil Nadu,2020,1,Ranipet District,510180,954319079.6542504
Tamil Nadu,2020,1,Namakkal District,608364,1275350220.231666
Tamil Nadu,2020,1,Vellore District,1236004,1793602013.134607
Tamil Nadu,2020,1,Thiruvarur District,212930,408094487.0434287
Tamil Nadu,2020,2,Tiruchirappalli District,1239752,2259353198.231264
Tamil Nadu,2020,2,Ramanathapuram District,403786,661632822.2122507
Tamil Nadu,2020,2,Krishnagiri District,1815882,2926042853.456264
Tamil Nadu,2020,2,Cuddalore District,929530,1458835726.459226
Tamil Nadu,2020,2,Kancheepuram District,2203060,3393883768.084097
Tamil Nadu,2020,2,Tiruppur District,1672101,2911511483.818271
Tamil Nadu,2020,2,Dharmapuri District,971777,1539558695.627113
Tamil Nadu,2020,2,Thoothukkudi District,585510,938884780.0900333
Tamil Nadu,2020,2,Thanjavur District,783386,1304374742.208425
Tamil Nadu,2020,2,Madurai District,1479517,2674909377.665057
Tamil Nadu,2020,2,Tiruvannamalai District,1016764,1564647529.036447
Tamil Nadu,2020,2,Salem District,1996687,3860454261.651264
Tamil Nadu,2020,2,Nagapattinam District,390613,608201139.5141095
Tamil Nadu,2020,2,Tirupathur District,631124,960294057.5729526
Tamil Nadu,2020,2,Ariyalur District,263779,410063988.6066291
Tamil Nadu,2020,2,Chennai District,12611208,29147317644.503098
Tamil Nadu,2020,2,The Nilgiris District,355454,581703441.9510608
Tamil Nadu,2020,2,Erode District,1139240,2119973187.186031
Tamil Nadu,2020,2,Karur District,382119,633428413.9921837
Tamil Nadu,2020,2,Kallakkurichi District,607847,980428588.7
Tamil Nadu,2020,2,Viluppuram District,766917,1162943132.235691
Tamil Nadu,2020,2,Pudukkottai District,459794,750888437.2587082
Tamil Nadu,2020,2,Perambalur District,198639,329964998.7805215
Tamil Nadu,2020,2,Coimbatore District,4598586,9331489603
Tamil Nadu,2020,2,Virudhunagar District,638466,1035203731.176052
Tamil Nadu,2020,2,Dindigul District,875201,1467678448.642478
Tamil Nadu,2020,2,Sivaganga District,466843,832938854.3656999
Tamil Nadu,2020,2,Tenkasi District,393743,607997551.0017486
Tamil Nadu,2020,2,Chengalpattu District,3911793,5672393784.752347
Tamil Nadu,2020,2,Kanniyakumari District,642785,1002764983.2127302
Tamil Nadu,2020,2,Tirunelveli District,595006,981716780.5785342
Tamil Nadu,2020,2,Thiruvallur District,3872452,6511946064
Tamil Nadu,2020,2,Theni District,456942,841976234.1873717
Tamil Nadu,2020,2,Ranipet District,609090,998988164.0633076
Tamil Nadu,2020,2,Namakkal District,686147,1323772060.7081692
Tamil Nadu,2020,2,Vellore District,907130,1535487877.7360191
Tamil Nadu,2020,2,Thiruvarur District,311440,502858490.93678534
Tamil Nadu,2020,3,Tiruchirappalli District,1609739,3502678622.794971
Tamil Nadu,2020,3,Ramanathapuram District,450267,948111943.4278742
Tamil Nadu,2020,3,Krishnagiri District,2701216,4989224721.359926
Tamil Nadu,2020,3,Cuddalore District,1103451,2101118232
Tamil Nadu,2020,3,Kancheepuram District,3333347,5572087481.284177
Tamil Nadu,2020,3,Tiruppur District,2654998,5542739051.315314
Tamil Nadu,2020,3,Dharmapuri District,1221794,2483972861.150058
Tamil Nadu,2020,3,Thoothukkudi District,720309,1430208948.909895
Tamil Nadu,2020,3,Thanjavur District,932026,1944980672.518354
Tamil Nadu,2020,3,Madurai District,2157858,4867134340.423642
Tamil Nadu,2020,3,Tiruvannamalai District,1117986,2109539881.7810168
Tamil Nadu,2020,3,Salem District,3016579,6990924402.004694
Tamil Nadu,2020,3,Nagapattinam District,442833,905174369.9
Tamil Nadu,2020,3,Tirupathur District,767383,1468351781.254028
Tamil Nadu,2020,3,Ariyalur District,290012,560977093.7598885
Tamil Nadu,2020,3,Chennai District,17354210,39868873382.45007
Tamil Nadu,2020,3,The Nilgiris District,426914,842011481.3843609
Tamil Nadu,2020,3,Erode District,1662818,3580607369
Tamil Nadu,2020,3,Karur District,476013,959688140.4116528
Tamil Nadu,2020,3,Kallakkurichi District,709498,1411184195.159812
Tamil Nadu,2020,3,Viluppuram District,890428,1650714869.6221972
Tamil Nadu,2020,3,Pudukkottai District,511066,1002875479.7404411
Tamil Nadu,2020,3,Perambalur District,248365,486856551.58662724
Tamil Nadu,2020,3,Coimbatore District,6742559,13861133095.484821
Tamil Nadu,2020,3,Virudhunagar District,755042,1537205704.5032399
Tamil Nadu,2020,3,Dindigul District,1046352,2133131071.932984
Tamil Nadu,2020,3,Sivaganga District,560050,1214796694.780692
Tamil Nadu,2020,3,Tenkasi District,437580,877523651.9291974
Tamil Nadu,2020,3,Chengalpattu District,5205491,7909757202.294512
Tamil Nadu,2020,3,Kanniyakumari District,807770,1584289202.7996361
Tamil Nadu,2020,3,Tirunelveli District,735138,1502249272.9943452
Tamil Nadu,2020,3,Thiruvallur District,5496010,10295422113.344238
Tamil Nadu,2020,3,Theni District,536068,1206090412.791021
Tamil Nadu,2020,3,Ranipet District,758850,1435344028.935311
Tamil Nadu,2020,3,Namakkal District,878266,1988968361.8025641
Tamil Nadu,2020,3,Vellore District,1172385,2371471268.353292
Tamil Nadu,2020,3,Thiruvarur District,347154,703997543.8828171
Tamil Nadu,2020,4,Tiruchirappalli District,2464746,5291331688.157503
Tamil Nadu,2020,4,Ramanathapuram District,622498,1360009136.176497
Tamil Nadu,2020,4,Krishnagiri District,5011992,9044884706.251484
Tamil Nadu,2020,4,Cuddalore District,1633984,3084770467.789626
Tamil Nadu,2020,4,Kancheepuram District,6509711,9795433898.261469
Tamil Nadu,2020,4,Tiruppur District,4364806,8662796446.594257
Tamil Nadu,2020,4,Dharmapuri District,1902446,4029773950.4717703
Tamil Nadu,2020,4,Thoothukkudi District,1025293,2096065758.5672607
Tamil Nadu,2020,4,Thanjavur District,1385065,2813748477.865596
Tamil Nadu,2020,4,Madurai District,3222620,7010358411.213523
Tamil Nadu,2020,4,Tiruvannamalai District,1662872,3151358781.444036
Tamil Nadu,2020,4,Salem District,4407759,9865912487.837538
Tamil Nadu,2020,4,Nagapattinam District,664899,1298601389.695669
Tamil Nadu,2020,4,Tirupathur District,1301514,2436174292.046173
Tamil Nadu,2020,4,Ariyalur District,387497,743274399.6431041
Tamil Nadu,2020,4,Chennai District,24172148,46230345977.31428
Tamil Nadu,2020,4,The Nilgiris District,715903,1389804925.0072498
Tamil Nadu,2020,4,Erode District,2534766,5126731992.032161
Tamil Nadu,2020,4,Karur District,721954,1457183761.230173
Tamil Nadu,2020,4,Kallakkurichi District,959178,1942813252.512846
Tamil Nadu,2020,4,Viluppuram District,1372880,2475210959.167644
Tamil Nadu,2020,4,Pudukkottai District,724855,1483819411.301909
Tamil Nadu,2020,4,Perambalur District,365657,715175756.8905729
Tamil Nadu,2020,4,Coimbatore District,10473572,18723397961.285152
Tamil Nadu,2020,4,Virudhunagar District,1102516,2383190479.025921
Tamil Nadu,2020,4,Dindigul District,1631369,3318607660.087685
Tamil Nadu,2020,4,Sivaganga District,797194,1721864988.650603
Tamil Nadu,2020,4,Tenkasi District,609674,1274667229.591744
Tamil Nadu,2020,4,Chengalpattu District,10168033,13669246947.72909
Tamil Nadu,2020,4,Kanniyakumari District,1166505,2382779400.116146
Tamil Nadu,2020,4,Tirunelveli District,1111193,2260434387.216198
Tamil Nadu,2020,4,Thiruvallur District,10184454,17303936393
Tamil Nadu,2020,4,Theni District,804224,1801741591.651776
Tamil Nadu,2020,4,Ranipet District,1248949,2325606203.7697453
Tamil Nadu,2020,4,Namakkal District,1351038,3027640522.7142158
Tamil Nadu,2020,4,Vellore District,1923419,3810475312.8014083
Tamil Nadu,2020,4,Thiruvarur District,472518,964028095.5818014
Tamil Nadu,2021,1,Tiruchirappalli District,2534430,5757901187.932754
Tamil Nadu,2021,1,Ramanathapuram District,631789,1554931692.777401
Tamil Nadu,2021,1,Krishnagiri District,5202492,9440763059.482832
Tamil Nadu,2021,1,Cuddalore District,1707504,3517107575.659477
Tamil Nadu,2021,1,Kancheepuram District,7239244,10815729803.34292
Tamil Nadu,2021,1,Tiruppur District,4975985,9855808601.269077
Tamil Nadu,2021,1,Dharmapuri District,1935044,4467489202.169479
Tamil Nadu,2021,1,Thoothukkudi District,1024223,2295990424.140427
Tamil Nadu,2021,1,Thanjavur District,1422654,3220591281.6633286
Tamil Nadu,2021,1,Madurai District,3516926,7776155489.0908375
Tamil Nadu,2021,1,Tiruvannamalai District,1645538,3445029710.066068
Tamil Nadu,2021,1,Salem District,5675889,12397067358
Tamil Nadu,2021,1,Nagapattinam District,689365,1537599764.657482
Tamil Nadu,2021,1,Tirupathur District,1373386,2765064695.4234643
Tamil Nadu,2021,1,Ariyalur District,381503,827174237.8486408
Tamil Nadu,2021,1,Chennai District,39623781,67401706552.93741
Tamil Nadu,2021,1,The Nilgiris District,765592,1525536741.036881
Tamil Nadu,2021,1,Erode District,3015359,6105816825.193927
Tamil Nadu,2021,1,Karur District,743870,1632503232.2905831
Tamil Nadu,2021,1,Kallakkurichi District,992263,2227491859.8830943
Tamil Nadu,2021,1,Viluppuram District,1447099,2796485186.5226912
Tamil Nadu,2021,1,Pudukkottai District,717862,1670160006.5136101
Tamil Nadu,2021,1,Perambalur District,362847,795881350.4264939
Tamil Nadu,2021,1,Coimbatore District,13630124,22657497371.803448
Tamil Nadu,2021,1,Virudhunagar District,1109562,2480352479.6040726
Tamil Nadu,2021,1,Dindigul District,1675353,3733288913.068657
Tamil Nadu,2021,1,Sivaganga District,803444,1871616574.155126
Tamil Nadu,2021,1,Tenkasi District,586227,1368272015.861785
Tamil Nadu,2021,1,Chengalpattu District,11689531,15537387199.626883
Tamil Nadu,2021,1,Kanniyakumari District,1190574,2593569110.9656763
Tamil Nadu,2021,1,Tirunelveli District,1143931,2464834832.450224
Tamil Nadu,2021,1,Thiruvallur District,11085004,18895161862.27714
Tamil Nadu,2021,1,Theni District,831827,1963096378.7153711
Tamil Nadu,2021,1,Ranipet District,1250636,2494409737.4287553
Tamil Nadu,2021,1,Namakkal District,1391436,3321591123.856344
Tamil Nadu,2021,1,Vellore District,2072042,4306538176.971644
Tamil Nadu,2021,1,Thiruvarur District,472338,1150542258.225264
Tamil Nadu,2021,2,Tiruchirappalli District,2802791,5989876679.724473
Tamil Nadu,2021,2,Ramanathapuram District,798185,1781472318.718889
Tamil Nadu,2021,2,Krishnagiri District,5709389,10202810394.13458
Tamil Nadu,2021,2,Cuddalore District,2104002,3951860482.8076982
Tamil Nadu,2021,2,Kancheepuram District,6712965,10372666957.16897
Tamil Nadu,2021,2,Tiruppur District,5150795,9379303653.111609
Tamil Nadu,2021,2,Dharmapuri District,2359010,4862765621.436455
Tamil Nadu,2021,2,Thoothukkudi District,1235343,2578339769.1596274
Tamil Nadu,2021,2,Thanjavur District,1640555,3416074243.824894
Tamil Nadu,2021,2,Madurai District,3953976,8300059490.344873
Tamil Nadu,2021,2,Tiruvannamalai District,1985072,3856475911.797144
Tamil Nadu,2021,2,Salem District,6557056,13210082950.603281
Tamil Nadu,2021,2,Nagapattinam District,791395,1603740775.831827
Tamil Nadu,2021,2,Tirupathur District,1664696,3096439056.007771
Tamil Nadu,2021,2,Ariyalur District,497484,968590644.6844518
Tamil Nadu,2021,2,Chennai District,43737916,74499227804
Tamil Nadu,2021,2,The Nilgiris District,810947,1566496075.596955
Tamil Nadu,2021,2,Erode District,3273510,6223483781.161043
Tamil Nadu,2021,2,Karur District,878890,1756585805.1623802
Tamil Nadu,2021,2,Kallakkurichi District,1265522,2528572642.064455
Tamil Nadu,2021,2,Viluppuram District,1691100,3055469304.042017
Tamil Nadu,2021,2,Pudukkottai District,887414,1878724769.0651233
Tamil Nadu,2021,2,Perambalur District,435091,918814447.3710897
Tamil Nadu,2021,2,Coimbatore District,13478464,22760967333.98004
Tamil Nadu,2021,2,Virudhunagar District,1328980,2829209746.352104
Tamil Nadu,2021,2,Dindigul District,1926229,4084399404.4486322
Tamil Nadu,2021,2,Sivaganga District,991039,2138901770.519409
Tamil Nadu,2021,2,Tenkasi District,747381,1613264780.7995112
Tamil Nadu,2021,2,Chengalpattu District,10075805,14457269251.206602
Tamil Nadu,2021,2,Kanniyakumari District,1398479,3021399531.8626623
Tamil Nadu,2021,2,Tirunelveli District,1372707,2810892734.1594663
Tamil Nadu,2021,2,Thiruvallur District,10992425,19318347570.29032
Tamil Nadu,2021,2,Theni District,1006998,2256366700.018511
Tamil Nadu,2021,2,Ranipet District,1430560,2810335099.931938
Tamil Nadu,2021,2,Namakkal District,1575727,3596658592.319852
Tamil Nadu,2021,2,Vellore District,2319925,4575493116.641007
Tamil Nadu,2021,2,Thiruvarur District,570619,1215901816.548285
Tamil Nadu,2021,3,Tiruchirappalli District,3736365,8136231980.248919
Tamil Nadu,2021,3,Ramanathapuram District,1028742,2349967987.748192
Tamil Nadu,2021,3,Krishnagiri District,8122339,14578072272.70869
Tamil Nadu,2021,3,Cuddalore District,2771525,5246388698
Tamil Nadu,2021,3,Kancheepuram District,9646258,14550143056.67613
Tamil Nadu,2021,3,Tiruppur District,8398025,15282996499.831749
Tamil Nadu,2021,3,Dharmapuri District,3165112,6750977106.361299
Tamil Nadu,2021,3,Thoothukkudi District,1648598,3549683755
Tamil Nadu,2021,3,Thanjavur District,2123436,4642138035.103878
Tamil Nadu,2021,3,Madurai District,5142737,11208939183.589071
Tamil Nadu,2021,3,Tiruvannamalai District,2496046,5012701130.6341715
Tamil Nadu,2021,3,Salem District,8972048,18517560410.07822
Tamil Nadu,2021,3,Nagapattinam District,1080569,2291158512.005002
Tamil Nadu,2021,3,Tirupathur District,2250740,4279948252.1185846
Tamil Nadu,2021,3,Ariyalur District,658430,1302833298.380322
Tamil Nadu,2021,3,Chennai District,60971210,1.00464E+11
Tamil Nadu,2021,3,The Nilgiris District,1147621,2226960234.278348
Tamil Nadu,2021,3,Erode District,4668549,9015063256.621798
Tamil Nadu,2021,3,Karur District,1215220,2538560234.489727
Tamil Nadu,2021,3,Kallakkurichi District,1635742,3336289610.826971
Tamil Nadu,2021,3,Viluppuram District,2157103,3952931604.134073
Tamil Nadu,2021,3,Pudukkottai District,1151943,2522917992.224124
Tamil Nadu,2021,3,Perambalur District,569636,1164081951.2492151
Tamil Nadu,2021,3,Coimbatore District,20245762,33773953433.753258
Tamil Nadu,2021,3,Virudhunagar District,1750490,3906229438.332006
Tamil Nadu,2021,3,Dindigul District,2698900,5791216155.941603
Tamil Nadu,2021,3,Sivaganga District,1290549,2864305904.025862
Tamil Nadu,2021,3,Tenkasi District,974832,2236394720.440545
